lieu;titre;adresse;ville;code_postal;code_insee
bibliotheque benoite groult;expo-jeu autour de l'alphabet;25 rue du commandant rene mouchotte;paris;75014;75114
bibliotheque claire bretecher (ex-lancry);heure du conte estivale;11 rue de lancry;paris;75010;75110
mediatheque violette leduc;exposition : amitie, tout ce qui nous lie;18 rue faidherbe;paris;75011;75111
square leon frapie;"""paris sport dimanches"" : initiation au wing-chun";rue leon frapie;paris;75020;75120
centre wallonie bruxelles (paris centre);programme 1 : 18eme edition du festival des nouveaux cinemas;127 rue saint-martin;paris;75004;75104
jardin atlantique;le jardin atlantique;place des cinq martyrs du lycee buffon;paris;75015;75115
parc floral de paris;le parc floral de paris;entree chateau : esplanade saint-louis devant le chateau de vincennes;paris;75012;75112
la recyclerie;visite-conference sur la petite ceinture;83 boulevard ornano;paris;75018;75118
le 6b;festival livres en herbe - 3e edition;6-10 quai de seine;saint-denis;93200;
betonsalon - centre d'art et de recherche;lalchimie des couleurs, atelier pour toutes et tous;9 esplanade pierre vidal-naquet;paris;75013;75113
bibliotheque l'heure joyeuse;velo kamishibai | patrick garcia;6-12 rue des pretres saint-severin;paris;75005;75105
mediatheque francoise sagan;exposition identites partagees memoires collectives;8 rue leon schwartzenberg;paris;75010;75110
grand palais ephemere;the dancing public  mette ingvartsen;2 place joffre;paris;75007;75107
philharmonie de paris;cantates;221 av. jean jaures;paris;75019;75119
mediatheque de la canopee la fontaine;"decouverte des jeux video seniors - ""j'apprends, je bouge, je joue !""";10 passage de la canopee;paris;75001;75101
la recyclerie;diner-coaching : estimer et reduire mon empreinte carbone !;83 boulevard ornano;paris;75018;75118
la recyclerie;la microaventure du recyclotour;83 boulevard ornano;paris;75018;75118
hotel de ville;rencontre : l'ukraine, l'europe et le monde : perspectives d'apres-guerre;5, rue de lobau;paris;75004;75104
la recyclerie;subsistance : les lecons de l'ecofeminisme pour rester dans les limites planetaires;83 boulevard ornano;paris;75018;75118
hotel de ville;fnac live paris reprend ses quartiers dete au cur de paris !;5, rue de lobau;paris;75004;75104
non renseigne;festival citoyen place clichy 4.0;non renseigne;non renseigne;75000;
theatre ouvert;salle des fetes;159 avenue gambetta;paris;75020;75120
parc de la villette;l'air des geants;prairie du cercle nord;paris;75019;75119
cite des sciences et de l'industrie;bio-inspiree, une autre approche l'exposition;30 avenue corentin-cariou;paris;75019;75119
boutique solidaire;paris 11e : ou donner vos vetements a paris ?;50 rue du faubourg du temple;paris;75011;75111
accueil de jour aurore;paris 13e : ou donner vos vetements a paris;24 quai d'austerlitz;paris;75013;75113
auditorium de radio france;strauss, don juan - kantorow / franck;116 avenue du president kennedy;paris;75016;
conservatoire a rayonnement regional de paris - crr;atelier contemporain de suzanne giraud;14 rue de madrid;paris;75008;75108
le baiser sale;srdjan ivanovic  xenos #jazzdedemain;58 rue des lombards;paris;75001;75101
non renseigne;pavillon de l'eau;non renseigne;non renseigne;75000;
opera comique;madame white snake de zhou long;place boieldieu;paris;75002;75102
la table des matieres;club de lecture;51 rue de l'abbe carton;paris;75014;75114
black dog;sit down : le stand-up joue assis par pascal tourain (l'homme tatoue);26 rue des lombards;paris;75004;75104
bibliotheque crimee;mercredis des tout-petits;42 rue petit;paris;75019;75119
pantheon;expo pantheon-panteao;place du pantheon;paris;75005;75105
fondation azzedine alaia;alaia avant alaia, la genese d'un style;18 rue de la verrerie;paris;75004;75104
theatre darius milhaud;memoire(s);80 allee darius milhaud;paris;75019;75119
palais galliera - musee de la mode de la ville de paris; love brings love , 46 designers rendent hommage a alber elbaz;10 avenue pierre 1er de serbie;paris;75016;
mediatheque de la canopee la fontaine;heure du conte 3-7 ans (lsf/fr);10 passage de la canopee;paris;75001;75101
les enfants de la scene;stage clown de theatre pour adultes;45 rue du general delestraint;paris;75016;
palais de la porte doree - aquarium tropical;"atelier ""piranha party"" (3-5 ans)";293 av. daumesnil;paris;75012;75112
petit palais - musee des beaux-arts de la ville de paris;exposition albert edelfelt - lumieres de finlande au petit palais;2 avenue winston-churchill;paris;75008;75108
hotel litteraire le swann;le petit salon de marcel au swann : proust en bulles - rencontre avec stephane heuet dessinateur et scenariste;15 rue de constantinople;paris;75008;75108
bibliotheque saint-eloi;colorie ta jungle !;23 rue du colonel rozanoff;paris;75012;75112
bibliotheque des litteratures policieres bilipo;rencontre : decouverte de l'oeuvre de michel gourdon, illustrateur;48-50 rue du cardinal lemoine;paris;75005;75105
bibliotheque claude levi-strauss;"exposition ""objets insolites et obsoletes, avez-vous une ame ?""";41 avenue de flandre;paris;75019;75119
bibliotheque crimee;atelier musique avec la philharmonie de paris;42 rue petit;paris;75019;75119
supersonic;where is my mind? / nuit rock 90s au supersonic;9 rue biscornet;paris;75012;75112
maison europeenne de la photographie;love songs - photographies de l'intime;5 rue de fourcy;paris;75004;75104
bibliotheque historique de la ville de paris (bhvp);jeu de pistes : chicorelys ou lepopee des plantes magiques...;24 rue pavee;paris;75004;75104
bibliotheque marguerite audoux;les samedis du documentaire : projection de 3 films d'artavazd pelechian;10 rue portefoin;paris;75003;75103
mediatheque marguerite duras;marguerite, mon amour : naissance d'une mediatheque;115, rue de bagnolet;paris;75020;75120
mediatheque musicale de paris (mmp);"cycle folkways : concert folk ""adieu, misere ! chants du travail, de france et d'ailleurs""";8 porte saint eustache;paris;75001;75101
memorial de la shoah;les genocides du xxe siecle;17 rue geoffroy l'asnier;paris;75004;75104
bibliotheque germaine tillion;la page musicale ou francis poulenc joue chez germaine tillion : afo du village a la bibliotheque;6 rue du commandant schloesing;paris;75016;
institut des cultures d'islam;initiation a lart du tatouage au henne a loccasion de laid el kebir;19, rue leon;paris;75018;75118
non renseigne;les fantomes de montmartre - visite nocturne en 1h30;non renseigne;non renseigne;75000;
non renseigne;les fantomes de montmartre : visite insolite de la butte;non renseigne;non renseigne;75000;
square louvois;bibliotheques hors les murs 2022 / bibliotheque charlotte delbo;69 bis rue de richelieu;paris;75002;75102
mpaa/la canopee - maison des pratiques artistiques amateurs;rebonds ! atelier danse / basketball  equipe mpaa / la canopee;10 passage de la canopee;paris;75001;75101
philharmonie de paris;concert de rene jacobs a la philharmonie;221 avenue jean jaures;paris;75019;75119
bibliotheque colette vivier;tout-petit tu lis : un rendez-vous de sensibilisation a la lecture pour les tres jeunes enfants;6 rue fourneyron;paris;75017;75117
eglise de la madeleine;quand les statues parisiennes se mettent a nu;place de la madeleine;paris;75008;75108
sunset & sunside;regis igonnet quartet;60 rue des lombards;paris;75001;75101
depart : square montholon;jeu de piste a paris : sous les passages couverts;2 rue mayran;paris;75009;75109
depart :  square rene viviani;jeu de piste a paris : sur la piste du vieux sage;25 quai de montebello;paris;75005;75105
mediatheque violette leduc;table-ronde / actualites de violette leduc (1907-1972);18 rue faidherbe;paris;75011;75111
maison europeenne de la photographie;photographie et danse - les visites dansees de la mep;5 rue de fourcy;paris;75004;75104
supersonic;thumper  scrtch / supersonic;9 rue biscornet;paris;75012;75112
supersonic;slothrust au supersonic (free entry);9 rue biscornet;paris;75012;75112
sunset & sunside;lou tavano;60 rue des lombards;paris;75001;75101
maison europeenne de la photographie; lovesody  de motoyuki daifu, une rhapsodie amoureuse a la mep;5 rue de fourcy;paris;75004;75104
le baiser sale;thomas julienne - watt;58 rue des lombards;paris;75001;75101
memorial de la shoah;"cinema en plein air : ""les guichets du louvre"" de michel mitrani";17 rue geoffroy l'asnier;paris;75004;75104
creche collective municipale felix faure;les samedis en famille  creche felix faure;71 avenue felix faure - cote rue;paris;75015;75115
association bouddhique coreenne kilsangsa;temple stay,  voyage a la recherche de soi ;32, rue du petit bois;torcy;77200;77468
le point fort d'aubervilliers;pepele festival;174 avenue jean jaures;aubervilliers;93300;93001
mediatheque francoise sagan;etre amis, c'est tout un art ! un atelier artistique dada;8 rue leon schwartzenberg;paris;75010;75110
non renseigne;portrait(s) d'une resistance ukrainienne sur les grilles de l'hotel de ville;non renseigne;non renseigne;75000;
jardin21;les ateliers de jardinage de dede | pour adultes;12/a rue ella fitzgerald;paris;75019;75119
l'institut du monde arabe;promenade hors les mur;1 rue des fosses-saint-bernard;paris;75005;75105
le baiser sale;robert coline et son djakavibes;58 rue des lombards;paris;75001;75101
la petite halle;fungi triptyque;211 avenue jean jaures;paris;75019;75119
bibliotheque buffon;audition des enfants guitaristes - bibliotheque buffon;15 bis rue buffon;paris;75005;75105
square de la salamandre;les nocturbaines, rencontres des arts de la rue du 20e arrondissement;16 square salamandre;paris;75020;75120
le casino de paris;virsky en soutien a l'ukraine du 02 au 09 juillet au casino de paris;16 rue de clichy;paris;75009;75109
atelier 77;ateliers en famille parent-enfant theatre & emotions 4-8 ans;77 rue de charonne, 75011;paris;75011;75111
la maison des metallos;[fiesta] fete des metallos des familles;94, rue jean-pierre timbaud;paris;75011;75111
tour orion;terminator 2 : no fate, la 1ere experience de cinema immersif en france !;5 rue kleber;montreuil;93100;93048
stade alain mimoun;initiation au tennis pour jeunes et adultes;15 rue de la nouvelle caledonie;paris;75012;75112
supersonic;common people / la nuit british rock du supersonic;9 rue biscornet;paris;75012;75112
bibliotheque benoite groult;atelier d'ecriture;25 rue du commandant rene mouchotte;paris;75014;75114
musee de la vie romantique, hotel scheffer-renan;samedi en famille au musee de la vie romantique;16 rue chaptal;paris;75009;75109
maison paris nature;les faucons du chateau de vincennes;parc floral de paris;paris;75012;75112
place des droits de l'enfant;forum inclusif de la place des droits de l'enfant (paris 14e);place des droits de l'enfant;paris;75014;75114
musee carnavalet-histoire de paris;conte enfants : qui, que, quoi, carnavalet;23 rue de sevigne;paris;75003;75103
musee carnavalet-histoire de paris;atelier enfants : geometries et fantaisies medievales;23 rue de sevigne;paris;75003;75103
la bellevilloise;cafe concert. kantala electro power trio;19-21 rue boyer;paris;75020;75120
mediatheque francoise sagan;blablathe;8 rue leon schwartzenberg;paris;75010;75110
musee des plans-reliefs;journees de l'archeologie - visite guidee speciale;129 rue de grenelle;paris;75007;75107
parc de la villette;festival de jazz a la villette;prairie du cercle nord;paris;75019;75119
non renseigne;rendez-vous aux jardins : visites et animations dans les parcs parisiens;non renseigne;non renseigne;75000;
hippodrome paris longchamps;lollapalooza paris, une experience musicale;2 rte des tribunes;paris;75016;
centre micheline ostermeyer;stages de danse afro tous niveaux avec lionel vero;6, esplanade nathalie sarraute;paris;75018;75118
centre culturel irlandais;a bit of a peregrination;5 rue des irlandais;paris;75005;75105
supersonic;king phantom  the choices  noise generator;9 rue biscornet;paris;75012;75112
jeu de paume;jean painleve, quand la science se teinte de surrealisme;1 place de la concorde;paris;75001;75101
le bal blomet;chet baker  david enhco & marc perrenoud;33 rue blomet;paris;75015;75115
fondation goodplanet - domaine de longchamp;l'expo vivant a la fondation good planet;1, carrefour de longchamp, bois de boulogne;paris;75116;75116
square du temple - elie-wiesel;kiosques en fete 2022 : lionel langlais au square du temple;64, rue de bretagne;paris;75003;75103
kiosque du square edouard vaillant (20eme);kiosques en fete a paris / salsa avec pa' la calle;kiosque du square edouard vaillant;paris;75020;75120
institut des cultures d'islam (ici);visite speciale enfants de l'exposition  silsila, le voyage des regards ;56 rue stephenson;paris;75018;75118
philharmonie de paris;concert a la philharmonie : les trios de beethoven;221 avenue jean jaures;paris;75019;75119
philharmonie de paris;conference : le pavillon aux pivoines;221 avenue jean jaures;paris;75019;75119
philharmonie de paris;matthias goerne en concert a la philharmonie;221 avenue jean jaures;paris;75019;75119
athenee theatre louis jouvet;vincent peirani - jazz a l'athenee;5 square de l'opera louis jouvet;paris;75009;75109
athenee theatre louis jouvet;rigoletto;5 square de l'opera louis jouvet;paris;75009;75109
mairie de paris centre;festival de chorales de paris centre : concert de lassociation chur international de femmes de paris;2 rue eugene spuller;paris;75003;75103
mediatheque jean-pierre melville;les ressources numeriques des bibliotheques;79 rue nationale;paris;75013;75113
le baiser sale;"concert : minino garay ""speaking tango"" invite alex pandev";58 rue des lombards;paris;75001;75101
incognito artclub 24h/24;celia hue, capsule(s);16 rue guenegaud;paris;75006;75106
l'institut du monde arabe;conferences;1 rue des fosses-saint-bernard;paris;75005;75105
ecole de theatre l'eponyme;stages de theatre gratuits;2 bis passage ruelle;paris;75018;75118
le 6b;scenes du 6, festival d'arts vivants #3;6-10, quai de seine;saint-denis;93200;
bibliotheque francois villon;conference-concert. le fado, un voyage musical des origines a aujourd'hui.;81, boulevard de la villette;paris;75010;75110
memorial de la shoah;"avant-premiere : ""la rafle du vel dhiv"" de david korn-brzoza et laurent joly";17 rue geoffroy l'asnier;paris;75004;75104
les disquaires;eusebes & makhimos en concert pour la sortie du nouvel album;6 rue des taillandiers;paris;75011;75111
memorial de la shoah;2eme forum generations de la shoah;17 rue geoffroy l'asnier;paris;75004;75104
maison du velo; en confiance a velo , pour circuler plus sereinement en ville !;37 boulevard bourdon;paris;75004;75104
le baiser sale;#jazzdedemain srdjan ivanovic  xenos;58 rue des lombards;paris;75001;75101
centre pompidou;leon ferrari - laimable cruaute;place georges-pompidou;paris;75004;75104
petit bain;les americains electric six sur la scene du petit bain;7 port de la gare;paris;75013;75113
non renseigne;participez a un tournoi inclusif autour de 26 sports a paris;non renseigne;non renseigne;75000;
la recyclerie;visite de la recyclerie - les journees nationales de l'agriculture urbaine;83 boulevard ornano;paris;75018;75118
polka galerie;theaters - epilogue, par yves marchand & romain meffre;12 rue saint-gilles;paris;75003;75103
creche municipale chanzy;les samedis en famille  creche chanzy;30 rue chanzy;paris;75011;75111
supersonic;supersonic mele rock et blues;9 rue biscornet;paris;75012;75112
creche lepage;les samedis en famille  creche cite lepage;1e cite lepage;paris;75019;75119
centre cuturel coreen;exposition sur la fete des lanternes en coree  yeondeunghoe, un festival bouddhique de couleurs illuminees ;20 rue la boetie;paris;75008;75108
le centquatre-paris (104);nuit 104 lumiere noire;5 rue curial;paris;75019;75119
bibliotheque parmentier;"concert ""guitare ensemble paris""";20 bis avenue parmentier;paris;75011;75111
supersonic;carnival youth  bipolar club  alexis gomart / supersonic (free entry);9 rue biscornet;paris;75012;75112
bibliotheque fessart;initiation ludique a lart du mime;6 rue fessart;paris;75019;75119
jardin de la dalle des olympiades;a la redecouverte des olympiades a travers le regard du photographe jim vieille.;rue du javelot;paris;75013;75113
le baiser sale;#concert : syncopa uno - back to work;58 rue des lombards;paris;75001;75101
le baiser sale;concert : wilfried touati quartet - voyage;58 rue des lombards;paris;75001;75101
petit bain;10piges#9 - welcome day ! concerts;7 port de la gare;paris;75013;75113
les disquaires;salsa et dj sets pour une soiree latine endiablee;6 rue des taillandiers;paris;75011;75111
bibliotheque louise walser-gaillard;experimentations artistiques et points de vue photographiques;26, rue chaptal;paris;75009;75109
non renseigne;les volontaires de paris;non renseigne;non renseigne;75000;
la maison des metallos;[fabrique] arpentage d'un livre de fernand deligny;94, rue jean-pierre timbaud;paris;75011;75111
palais de la porte doree;poisson lune - terrasse ephemere;293 av. daumesnil;paris;75012;75112
la petite halle;abri presente : peow beow, a2ele, f.o.a.m, joanna oj;211 avenue jean jaures;paris;75019;75119
non renseigne;le theatre 14 lance le festival re.generation;non renseigne;non renseigne;75000;
maison paris nature;les applinature : identifier la biodiversite en quelques clics;parc floral de paris;paris;75012;75112
non renseigne;la nuit du handicap 2022;non renseigne;non renseigne;75000;
centre culturel canadien;tom a la ferme;130 rue du faubourg saint honore;paris;75008;75108
les trois baudets;crenoka + eylia & lou berry + blandine;64 boulevard de clichy;paris;75018;75118
la maison des metallos;"[mouvement des transitions #7] ""repenser lhospitalite"" avec sebastien thiery";94, rue jean-pierre timbaud;paris;75011;75111
parc floral de paris;shai maestro | hommage a piazzolla avec felicien brut, thomas enhco, thibaut garcia, edouard macarez & jordan victoria;route de la pyramide;paris;75012;75112
la ferme de paris;soigneur d'un jour a la ferme de paris;1, route du pesage;paris;75012;75112
parc floral de paris;marion rampal | cecile mclorin salvant;route de la pyramide;paris;75012;75112
parc floral de paris;sons of kemet;route de la pyramide;paris;75012;75112
parc floral de paris;paris jazz festival;route de la pyramide;paris;75012;75112
centre culturel irlandais;bloomsday picnic;5 rue des irlandais;paris;75005;75105
non renseigne;pere lachaise : rites, mysteres et guerisons;8 boulevard de menilmontant;paris;75020;75120
galerie itinerrance;galerie itinerrance;24 bis bd du general d'armee jean simon;paris;75013;75113
le baiser sale;"mario canonge & michel zenino ""duo jazz""";58 rue des lombards;paris;75001;75101
philharmonie de paris;opera et politique / terreur et terrorisme dans lopera;221 avenue jean jaures;paris;75019;75119
theatre du chatelet;dejeuner-concert avec l'orchestre de paris;1 place du chatelet;paris;75001;75101
non renseigne;theatre de la ville - hors les murs;non renseigne;non renseigne;75000;
non renseigne;escale a la grange aux belles 2021-2022;non renseigne;non renseigne;75000;
l'ecole du jeu;les week-ends tcic a l'ecole du jeu;36-38 rue de la goutte d'or;paris;75018;75118
le hasard ludique;briston maroney + mini trees;128 avenue de saint ouen;paris;75018;75118
archives de paris - salle paul verlaine;une archeologie des lanceurs d'alerte ? les correspondants-photographes benevoles du journal l'humanite (1952-1999) et leurs archives.;18 boulevard serurier;paris;75019;75119
non renseigne;vitrine;non renseigne;non renseigne;75000;
theatre halle roublot;mon monde a toi, de la cie theatre des tarabates;95 rue roublot;fontenay sous bois;94120;94033
tour jean sans peur;exposition la jeunesse au moyen age;20 rue etienne marcel;paris;75002;75102
eglise de la madeleine;dixit dominus de haendel & gloria de vivaldi;place de la madeleine;paris;75008;75108
non renseigne;k-pop academy 2022;non renseigne;non renseigne;75000;
petit bain;soft kill x choir boy x ghum;7 port de la gare;paris;75013;75113
bibliotheque l'heure joyeuse;contine-moi une histoire;6-12 rue des pretres saint-severin;paris;75005;75105
place saint-germain des pres;details magiques paris 4eme, 5eme et 6eme;3 place saint-germain des pres;paris;75006;75106
le monfort theatre;oum;parc georges brassens, 106 rue brancion;paris;75015;75115
petit bain;soccer mommy + guest;7 port de la gare;paris;75013;75113
3615 croisiere;3615 croisiere - saison 3 - vol 7;2 quai saint-bernard;paris;75005;75105
les disquaires;jazz colossus;6 rue des taillandiers;paris;75011;75111
parc montsouris;kiosques en fete 2022 : lionel langlais au parc montsouris;2, rue gazan;paris;75014;75114
institut des cultures d'islam;tresors culinaires du marais a la goutte dor : visite gustative a la goutte dor;19, rue leon;paris;75018;75118
non renseigne;visite guidee insolite : promenade a saint-germain des pres;non renseigne;non renseigne;75000;
philharmonie de paris;conference sur l'histoire religieuse de jephte;221 avenue jean jaures;paris;75019;75119
theatre bobino;singing in the rires dans le cadre du festival d'humour de paris;14-20 rue de la gaite;paris;75014;75114
le baiser sale;la jam du lundi animee par francois constantini;58 rue des lombards;paris;75001;75101
bibliotheque saint-eloi;rencontre avec mathilde blezat;23 rue du colonel rozanoff;paris;75012;75112
bibliotheque crimee;raconte-moi une histoire;42 rue petit;paris;75019;75119
supersonic;golden dawn arkestra;9 rue biscornet;paris;75012;75112
la gaite lyrique;electro-cite : atelier pour decouvrir les secrets du code;3 bis rue papin;paris;75003;75103
le baiser sale;concert : thierry fanfant groov'bones #lescaribeennesdemai #16;58 rue des lombards;paris;75001;75101
bibliotheque vaclav havel;constellations sonores - parcours sonore des bibliotheques de la ville de paris;26 esplanade nathalie sarraute;paris;75018;75118
les enfants de la scene;stage clown de theatre pour enfants et familles;45 rue du general delestraint;paris;75016;
la gaite lyrique;les coulisses de la creation  sabrina ratte;3 bis rue papin;paris;75003;75103
mediatheque jean-pierre melville;concert de sidwikus;79 rue nationale;paris;75013;75113
mediatheque jean-pierre melville;accompagnement aux demarches administratives;79 rue nationale;paris;75013;75113
le baiser sale;concert : jam session animee par caloe - hommage a nancy wilson #placeauxjeunes;58 rue des lombards;paris;75001;75101
korhom - le 156;soiree jeux autour des droits humains;156 rue d'aubervilliers;paris;75019;75119
memorial de la shoah;"cinema en plein air : ""elle sappelait sarah"" de gilles paquet-brenner";17 rue geoffroy l'asnier;paris;75004;75104
dock b pantin;avance rapide 2022 | le festival de radio campus paris !;1 place de la pointe;pantin;93500;93055
creche collective porte des poissonniers;les samedis en famille  creche porte des poissonniers;12 avenue de la porte des poissonniers;paris;75018;75118
montmartre;festival adolphe sax : parcours historique adolphe sax;montmartre;paris;75018;75118
college buffon;melomanes en culottes courtes;gymnase grelot, 14 boulevard pasteur;paris;75015;75115
el zokalo;"le festival que gusto! presente son spectacle pour enfants ""sur la route de la vanille""";49 rue pixerecourt;paris;75020;75120
le hasard ludique;5eme edition du festival fabrique;128 avenue de saint-ouen;paris;75018;75118
mediatheque de la canopee la fontaine;l'atelier creatif;10 passage de la canopee;paris;75001;75101
galerie da-end;exposition galerie da-end;17 rue guenegaud;paris;75006;75106
palais de tokyo;reclamer la terre;13 avenue du president wilson;paris;75116;75116
bibliotheque benoite groult;bbg's club;25 rue du commandant rene mouchotte;paris;75014;75114
bibliotheque place des fetes;concert;18 rue janssen;paris;75019;75119
esplanade du cadran solaire;festival coulee douce 2022;1 rue jacques hillairet;paris;75012;75112
non renseigne;rendez-vous avec l'histoire : la bastille a travers les siecles;non renseigne;non renseigne;75000;
la maison des metallos;visite guidee de la maison des metallos;94, rue jean-pierre timbaud;paris;75011;75111
atelier 77;ateliers  signes avec bebe , un apprentissage ludique en famille;77 rue de charonne, 75011;paris;75011;75111
bassin de la villette (esapce des bibliotheques);vanniila;47 quai de la seine;paris;75019;75119
les petites gouttes;johnny hooker;2 esplanade nathalie sarraute;paris;75018;75118
badaboum;cave in + stake;2 rue des taillandiers;paris;75011;75111
musee cernuschi - musee des arts de l'asie de la ville de paris;visite-dessinee des collections permanentes;7 avenue velasquez;paris;75008;75108
chateau de vincennes;tir a l'arc - coupe du monde hyundai;avenue de paris;vincennes;94300;94080
crypte archeologique de l'ile de la cite;contes enfants : a l'ombre de notre-dame;place jean-paul ii;paris;75004;75104
mediatheque francoise sagan;jeux video;8 rue leon schwartzenberg;paris;75010;75110
non renseigne;olympiade culturelle dans les bibliotheques de la ville de paris;non renseigne;non renseigne;75000;
parc floral de paris;noe clerc trio;route de la pyramide;paris;75012;75112
ferme de paris;a l'ecole de la permaculture;1, route du pesage;paris;75012;75112
ferme de paris;degustation de saison a la ferme de paris;1 route du pesage;paris;75012;75112
la cachette de paris;visite guidee : montmartre insolite;151b, rue marcadet;paris;75018;75118
pavillon de l'arsenal;part-time : quels logements pour les parisiens a temps partiel ?;21 boulevard morland;paris;75004;75104
mediatheque helene berr;histoires a pic - avril-juin 2022;70 rue de picpus;paris;75012;75112
jardin rene-binet;ouverture et ateliers - ferme urbaine rene-binet dans le 18e arrondissement;54 rue rene binet;paris;75018;75118
theatre des champs-elysees;francois-frederic guy - un pianiste a la baguette avec l'orchestre de chambre de paris;15 avenue montaigne;paris;75008;75108
philharmonie de paris;alan t.;221 av. jean jaures;paris;75019;75119
la recyclerie;visite-conference sur la petite ceinture;83 boulevard ornano;paris;75018;75118
theatre de dix heures;soiree theatre : un one-woman show desopilant;36 bd de clichy,;paris;75018;75118
mairie du 16e arrondissement;"petit-dejeuner ""osez l'inclusion en entreprise"" a destination des drh";71, avenue henri martin;paris;75016;
betonsalon - centre d'art et de recherche;cosmos en osmose, atelier 6-12 ans;https://www.betonsalon.net/spip.php?article1057;paris;75013;75113
betonsalon - centre d'art et de recherche;le vestiaire des chimeres, atelier pour toutes et tous;9 esplanade pierre vidal-naquet;paris;75013;75113
3615 croisiere;3615 croisiere - saison 3 - vol 1;2 quai saint-bernard;paris;75005;75105
parc georges brassens;kiosques en fete 2022 : lionel langlais au parc georges brassens;2, place jacques-marette;paris;75015;75115
metro saint paul;visite gustative : tresors culinaires du marais a la goutte dor : saveurs du marais;1 bis, rue des hospitalieres-saint-gervais;paris;75004;75104
maison de la culture du japon a paris;atelier : dessine un manga !;101 bis, quai jacques chirac;paris;75015;75115
galerie magda danysz;charles petillon - modulation domestiques;78 rue amelot;paris;75011;75111
pont diena  tour eiffel;20 km de paris;pont diena  tour eiffel;paris;75016;
sunset & sunside;kevin norwood quartet;60 rue des lombards;paris;75001;75101
bibliotheque buffon;"festival quartier du livre atelier d'ecriture ""l'essentiel""";15 bis rue buffon;paris;75005;75105
depart : kiosque du square du temple;jeu de piste a paris : le tresor du paris;64 rue de bretagne;paris;75003;75103
musee de la chasse et de la nature;excursions sauvages;62 rue des archives;paris;75003;75103
mediatheque jean-pierre melville;acces accompagne a l'informatique et au numerique;79 rue nationale;paris;75013;75113
musee du quai branly jacques chirac;dinh q. le le fil de la memoire et autres photographies;37 quai branly;paris;75007;75107
bibliotheque place des fetes;exposition mandalas de siham bouassi;18 rue janssen;paris;75019;75119
fondation jerome seydoux-pathe;sur les rails, les trains dans le cinema muet;73 avenue des gobelins;paris;75013;75113
bibliotheque l'heure joyeuse;contine-moi une histoire;6-12 rue des pretres saint-severin;paris;75005;75105
la city le toit de la grande arche;afterwork on the roof, une soiree electro;1 parvis de la defense;puteaux;92800;92062
la recyclerie;chantier au potager - les journees nationales de l'agriculture urbaine;83 boulevard ornano;paris;75018;75118
creche municipale de l'arbre sec;les samedis en famille  creche de l'arbre sec;17 bis rue de l'arbre sec;paris;75001;75101
creche collective municipale louis blanc;les samedis en famille  creche louis blanc;15 rue louis blanc;paris;75010;75110
centre cuturel coreen;ateliers creatifs autour du bouddhisme;20 rue la boetie;paris;75008;75108
hopital bretonneau;festival adolphe sax - concert mikrokosmos avec l'ensemble rayuela;23 rue joseph de maistre;paris;75018;75118
jardin21;la chasse au tresor de leon le papillon;12/a rue ella fitzgerald;paris;75019;75119
centre wallonie-bruxelles;les heures sauvages;127-129 rue saint-martin;paris;75004;75104
bibliotheque gutenberg;contes et chants du portugal, spectacle avec teresa hogie;8 rue de la montagne d'aulas;paris;75015;75115
la bellevilloise;afro vibes party a la bellevilloise;19-21 rue boyer;paris;75020;75120
un air de famille;ateliers signes avec bebe: parents-enfant 0-3 ans;26 rue du chateau-landon;paris;75010;75110
bibliotheque rainer maria rilke;conference autour de lart de joana vasconcelos;88 ter boulevard de port-royal;paris;75005;75105
le point fort d'aubervilliers;helena recalde + les dames de la joliette;174 avenue jean jaures;aubervilliers;93300;93001
le point fort d'aubervilliers;la fete d'indans'cite;174 avenue jean jaures;aubervilliers;93300;93001
new morning;technobrass;9 rue des petites ecuries;paris;75010;75110
bibliotheque glaciere - marina tsvetaieva;tournicoti : on fete les histoires d'alain gaussel !;132 rue de la glaciere;paris;75013;75113
bibliotheque colette vivier;atelier bd : initiation a l'encrage;6 rue fourneyron;paris;75017;75117
bassin de la villette (esapce des bibliotheques);creation d'un leporello avec valerie linder;47 quai de la seine;paris;75019;75119
musee carnavalet-histoire de paris;atelier enfants : masques et mascarons;23 rue de sevigne;paris;75003;75103
musee carnavalet-histoire de paris;conte enfants :  du logis au musee ;23 rue de sevigne;paris;75003;75103
cirque bormann;"cirque bormann dans ""voyage dans le temps""";5 rue lucien bossoutrot;paris;75015;75115
galerie roger viollet;carte blanche 13 bis x roger-viollet;6 rue de seine;paris;75006;75106
le cirque electrique;cirque contemporain au cirque electrique;place du maquis du vercors;paris;75020;75120
galerie robillard (espace d'exposition);"exposition ""invitation au voyage""";38 rue de malte;paris;75011;75111
musee guimet;toucher le feu. femmes ceramistes au japon;6, place diena;paris;75016;
non renseigne;portraits de paysages : concours photo de l'atlas de paysages de paris;non renseigne;non renseigne;75000;
parc kellermann;visite guidee de la ferme urbaine de kellermann;19 rue de la poterne-des-peupliers;paris;75013;75113
la boule noire;chrystabell en concert a la boule noire le 07/06;118 boulevard de rochechouart;paris;75018;75118
centre culturel algerien;"exposition ""hommage au photographe geo morange""";171, rue de la croix nivert;paris;75015;75115
la bellevilloise;histoire de q - le cabaret du chahut;19-21 rue boyer;paris;75020;75120
le klub;gang bambi - car wash - le klub;14 rue saint-denis;paris;75001;75101
theatre dunois; nos petits penchants  : quand les marionnettes interrogent le bonheur;7, rue louise weiss;paris;75013;75113
